Round,Train Loss,Accuracy
0,1.33,10.0
1,1.04,10.0
2,0.91,10.0
3,0.8,10.0
4,0.72,10.0
5,0.63,10.0
6,0.58,10.16
7,0.52,12.51
8,0.47,13.8
9,0.41,15.29
10,0.37,17.98
11,0.32,17.58
12,0.29,18.34
13,0.27,21.14
14,0.24,20.97
15,0.22,23.06
16,0.19,21.83
17,0.17,21.33
18,0.15,22.84
19,0.14,23.26
20,0.13,22.61
21,0.12,23.22
22,0.11,25.34
23,0.1,26.53
24,0.1,27.35
25,0.09,29.15
26,0.09,28.09
27,0.08,28.54
28,0.08,28.46
29,0.07,30.36
30,0.07,30.33
31,0.07,31.12
32,0.06,29.87
33,0.06,31.79
34,0.06,32.42
35,0.06,31.98
36,0.05,32.07
37,0.05,32.73
38,0.05,33.25
39,0.05,33.68
40,0.05,34.21
41,0.05,34.1
42,0.04,34.61
43,0.04,34.63
44,0.04,34.64
45,0.04,35.1
46,0.04,35.14
47,0.04,35.27
48,0.04,34.89
49,0.04,34.62
50,0.04,34.82
51,0.03,34.98
52,0.03,34.86
53,0.03,34.71
54,0.03,34.8
55,0.03,34.36
56,0.03,34.63
57,0.03,34.24
58,0.03,34.48
59,0.03,34.26
60,0.03,34.58
61,0.03,34.34
62,0.03,34.06
63,0.03,34.39
64,0.03,33.51
65,0.03,33.68
66,0.03,33.49
67,0.03,33.18
68,0.03,33.26
69,0.03,33.19
70,0.03,33.09
71,0.03,32.8
72,0.03,32.6
73,0.02,32.89
74,0.02,32.61
75,0.02,32.58
76,0.02,32.74
77,0.02,32.64
78,0.02,32.62
79,0.02,32.48
80,0.02,32.52
81,0.02,32.62
82,0.02,32.51
83,0.02,32.37
84,0.02,31.94
85,0.02,31.82
86,0.02,31.83
87,0.02,31.4
88,0.02,31.54
89,0.02,31.66
90,0.02,31.39
91,0.02,31.59
92,0.02,31.68
93,0.02,31.89
94,0.02,32.09
95,0.02,31.76
96,0.02,31.47
97,0.02,31.39
98,0.02,31.36
99,0.02,31.66
100,0.02,31.29
101,0.02,31.51
102,0.02,31.16
103,0.02,31.53
104,0.02,31.64
105,0.02,31.75
106,0.02,31.51
107,0.02,31.05
108,0.02,31.22
109,0.02,30.29
110,0.02,30.45
111,0.02,30.61
112,0.01,30.66
113,0.01,30.56
114,0.01,30.64
115,0.01,30.49
116,0.01,30.75
117,0.01,30.78
118,0.01,30.63
119,0.01,30.71
120,0.01,30.52
121,0.01,30.54
122,0.01,30.53
123,0.01,30.64
124,0.01,30.91
125,0.01,30.33
126,0.01,30.34
127,0.01,30.71
128,0.01,30.94
129,0.01,30.44
130,0.01,30.42
131,0.01,30.17
132,0.01,30.34
133,0.01,30.53
134,0.01,30.44
135,0.01,30.62
136,0.01,30.89
137,0.01,30.51
138,0.01,30.4
139,0.01,30.39
140,0.01,30.53
141,0.01,30.24
142,0.01,30.19
143,0.01,30.52
144,0.01,30.27
145,0.01,30.24
146,0.01,30.27
147,0.01,29.92
148,0.01,29.92
149,0.01,29.9
150,0.01,30.17
151,0.01,30.53
152,0.01,30.31
153,0.01,30.49
154,0.01,30.02
155,0.01,29.58
156,0.01,29.52
157,0.01,29.91
158,0.01,29.7
159,0.01,29.81
160,0.01,29.93
161,0.01,29.87
162,0.01,29.72
163,0.01,29.63
164,0.01,29.7
165,0.01,29.93
166,0.01,29.85
167,0.01,29.93
168,0.01,29.77
169,0.01,29.85
170,0.01,29.59
171,0.01,29.36
172,0.01,29.2
173,0.01,29.33
174,0.01,29.22
175,0.01,29.23
176,0.01,29.67
177,0.01,29.54
178,0.01,29.55
179,0.01,29.64
180,0.01,29.5
181,0.01,29.5
182,0.01,29.48
183,0.01,29.57
184,0.01,29.7
185,0.01,29.73
186,0.01,29.36
187,0.01,29.83
188,0.01,29.48
189,0.01,29.57
190,0.01,29.2
191,0.01,29.31
192,0.01,29.45
193,0.01,29.6
194,0.01,29.46
195,0.01,29.7
196,0.01,29.3
197,0.01,29.52
198,0.01,29.24
199,0.01,29.08
